id,title,price,size_ping,floor,type,address,latitude,longitude,source_591_url,original_591_id,images,original_image_urls,mrt_nearest_name,mrt_nearest_distance,bus_nearest_name,facilities,聯絡人,聯絡電話,Line聯絡,聯絡人身分,管理費,服務費,裝潢等級,衛浴等級,電表類型,電費,公用費用,停車位,停車費,電梯,洗衣機,變頻冷氣,垃圾代收,租屋補助,朝向,created_at,notes,簽約狀態,開伙狀況,網速,浴缸,熱水器形式
rent_21411768,❤️近捷運龍山寺/頂加大空間/大陽台/新變頻,16000,14,5F,獨立套房,台北市萬華區環河南路二段,25.0384965,121.4970176,https://rent.591.com.tw/21411768,21411768,/rentals_images/21411768/image_1.jpg;/rentals_images/21411768/image_10.jpg;/rentals_images/21411768/image_11.jpg;/rentals_images/21411768/image_12.jpg;/rentals_images/21411768/image_13.jpg;/rentals_images/21411768/image_14.jpg;/rentals_images/21411768/image_15.jpg;/rentals_images/21411768/image_2.jpg;/rentals_images/21411768/image_3.jpg;/rentals_images/21411768/image_4.jpg;/rentals_images/21411768/image_5.jpg;/rentals_images/21411768/image_6.jpg;/rentals_images/21411768/image_7.jpg;/rentals_images/21411768/image_8.jpg;/rentals_images/21411768/image_9.jpg,https://img1.591.com.tw/house/2025/10/26/176145607673018504.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2024/07/06/172027855579009408.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/07/06/172027855550097505.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/07/06/172027855553244709.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2025/10/17/176071599226790208.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/07/06/172027855572074001.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2025/10/17/176071599212360204.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/07/06/172027855577450801.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2024/07/06/172027855578060002.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2025/10/17/176071599221006606.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/07/06/172027855549674409.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2025/10/17/176071594169097509.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/07/06/172027856121775501.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/07/06/172027855545634706.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/10/26/176145610758407702.jpg!1000x.water2.jpg,龍山寺站,471,,冰箱;洗衣機;電視;冷氣;熱水器;床;衣櫃;沙發;桌椅;陽台;對外窗;廚房,仲介:陳先生,0967-275-313,不詳,仲介,無,半個月租金,5,5,不詳,6元/度,300,無,0,無,有,變頻冷氣,不詳,不詳,,2026-06-08T22:58:11.143728Z,,招租中,,,,
rent_apartner-ren,半伴＿仁愛 Ren (Room F - 單人雅房),16500,5,不詳,雅房,台北市中正區仁愛路一段23巷,25.0396248,121.5232455,https://apartner.tw/apartner/ren/,apartner-ren,/rentals_images/apartner-ren/image_1.jpg,https://apartner.tw/wp-content/uploads/2023/08/仁愛單人房F.jpg,台北車站,1105,,冰箱;冷氣;熱水器;網路;洗衣機;廚房;陽台;床;衣櫃;桌子;椅子,半伴共居,不詳,@apartner,代管,無,無,不詳,不詳,不詳,不詳,能源費額外計算，每年10月25日結算,無,不詳,無,有,不詳,有,不詳,不詳,2026-06-14T21:27:53.874751Z,"植物美學生活提案-半伴NO.13仁愛公寓本房為 Room F 單人雅房 (1床，租金 $16,500/月)；",招租中,,,,
rent_1781474749454,大安森林公園~共生公寓雅房~新裝潢完整設備,17800,40,4F,雅房,台北市大安區新生南路一段157巷,25.0348997,121.5367549,https://rent.591.com.tw/21407774,21407774,/rentals_images/21407774/image_1.jpg;/rentals_images/21407774/image_10.jpg;/rentals_images/21407774/image_11.jpg;/rentals_images/21407774/image_12.jpg;/rentals_images/21407774/image_2.jpg;/rentals_images/21407774/image_3.jpg;/rentals_images/21407774/image_4.jpg;/rentals_images/21407774/image_5.jpg;/rentals_images/21407774/image_6.jpg;/rentals_images/21407774/image_7.jpg;/rentals_images/21407774/image_8.jpg;/rentals_images/21407774/image_9.jpg,https://img2.591.com.tw/house/2025/07/21/175307932895188002.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/07/21/175307932893460803.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/07/21/175307932899358508.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/07/21/175307932909620306.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/07/21/175307932924931107.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2025/07/21/175307932924324506.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/07/21/175307932940165607.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2025/07/30/175385215981980401.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/07/178080184541058505.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/07/178080184533854708.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/07/178080184541397501.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/07/178080184545281205.jpg!1000x.water2.jpg,,,,冰箱;洗衣機;電視;冷氣;熱水器;床;衣櫃;網路;天然瓦斯;沙發;桌椅;陽台,代理人: 周先生,0920-430-697,,代理人,無,無,5,5,不詳,不詳,不詳,不詳,不詳,無,有,是,不詳,不詳,不詳,2026-06-14T22:05:49.454776Z,,招租中,,,,
rent_gov_155,社宅包租代管信義區套房,12000,15.52,6F,獨立套房,台北市信義區基隆路1段350號6樓之56,25.037012,121.56173,https://leasing-and-management.udd.gov.taipei/house/155,gov_155,/rentals_images/gov_155/image_1.jpg;/rentals_images/gov_155/image_2.jpg;/rentals_images/gov_155/image_3.jpg;/rentals_images/gov_155/image_4.jpg;/rentals_images/gov_155/image_5.jpg,https://leasing-and-management.udd.gov.taipei/housephotos/9c9b55d2-25a0-4caa-9fde-52370a44851b.jpg;https://leasing-and-management.udd.gov.taipei/housephotos/8dfaa760-7bd1-4369-865f-54c33568ed94.jpg;https://leasing-and-management.udd.gov.taipei/housephotos/9294eddf-594e-496f-a5e0-a1c77f731f43.jpg;https://leasing-and-management.udd.gov.taipei/housephotos/fc8bb1a4-5c5a-49e4-a4ad-acc287c993a8.jpg;https://leasing-and-management.udd.gov.taipei/housephotos/ae93d642-3517-444e-8e75-cd52ab3eb5c1.jpg,市政府站,350,,冷氣;洗衣機;床;熱水器;衣櫃,崔媽媽蝸牛租屋,02-23685670,,代理人,不詳,免,4,5,不詳,不詳,不詳,無,不詳,無,有,不詳,不詳,是,不詳,2026-06-11T01:52:03.000000Z,可開伙,審核中,,,,
rent_21315777,松山大套房走路四分鐘到松山捷運站,15000,10,5F,獨立套房,台北市松山區饒河街,25.0502712,121.5728609,https://rent.591.com.tw/21315777,21315777,/rentals_images/21315777/image_1.jpg;/rentals_images/21315777/image_2.jpg;/rentals_images/21315777/image_3.jpg;/rentals_images/21315777/image_4.jpg,https://img1.591.com.tw/house/2025/05/06/174648436704506600.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/05/06/174648436706517200.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/05/06/174648436701621004.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/05/06/174648436705089907.jpg!1000x.water2.jpg,松山站,470,,冰箱;洗衣機;電視;冷氣;熱水器;床;衣櫃;網路;沙發;桌椅,代理人: 張先生,0908-899-080,,代理人,無,無,不詳,不詳,不詳,不詳,不詳,不詳,不詳,無,有,不詳,不詳,不詳,不詳,2026-06-08T22:28:03.482078Z,,審核中,,,,
rent_1781336824828,大小坪數多間鄉野獨立洗機🪴獨立陽台採光通風好👍,10000,8,2F/3F,隔租套房,台北市中山區吉林路,25.0528282,121.5303766,https://renco.tw/commodity/41963,renco_41963,/rentals_images/renco_41963/image_1.jpg;/rentals_images/renco_41963/image_10.jpg;/rentals_images/renco_41963/image_11.jpg;/rentals_images/renco_41963/image_12.jpg;/rentals_images/renco_41963/image_13.jpg;/rentals_images/renco_41963/image_14.jpg;/rentals_images/renco_41963/image_15.jpg;/rentals_images/renco_41963/image_2.jpg;/rentals_images/renco_41963/image_3.jpg;/rentals_images/renco_41963/image_4.jpg;/rentals_images/renco_41963/image_5.jpg;/rentals_images/renco_41963/image_6.jpg;/rentals_images/renco_41963/image_7.jpg;/rentals_images/renco_41963/image_8.jpg;/rentals_images/renco_41963/image_9.jpg,,松江南京站,600,,網路;第四台;洗衣機;陽台,江培瑜,920636002,@renco,經紀人,無,免服務費,不詳,不詳,不詳,不詳,0,無,0,無,有,不詳,不詳,不詳,不詳,2026-06-13T07:47:04.828Z,,簽約中,,,,
rent_ezduiyjhpqqfg3ab,近捷運劍南路【優質電梯】採光優★獨立衛浴★美麗華商圈,12499,4,5F/5F,獨立套房,台北市內湖區內湖路一段,25.085,121.5595,https://www.dd-room.com/object/ezduiyjhpqqfg3ab,ezduiyjhpqqfg3ab,/rentals_images/ezduiyjhpqqfg3ab/image_1.jpg;/rentals_images/ezduiyjhpqqfg3ab/image_2.jpg;/rentals_images/ezduiyjhpqqfg3ab/image_3.jpg;/rentals_images/ezduiyjhpqqfg3ab/image_4.jpg;/rentals_images/ezduiyjhpqqfg3ab/image_5.jpg;/rentals_images/ezduiyjhpqqfg3ab/image_6.jpg,https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41753/medium/08ae9e41-dd22-404b-885a-b81d41f24eec.jpg;https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41753/medium/d93f7b5a-84cb-43cc-97c0-833d80c46edb.jpg;https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41753/medium/3c1c276a-08d9-4997-b64b-c105acc52604.jpg;https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41753/medium/a9b91266-8cb6-4ec8-9c91-db02e56218b8.jpg;https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41753/medium/7222f1e8-644a-444c-8dba-fb9b8a4c00a6.jpg;https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41753/medium/d3905d15-90b0-47ae-b09b-bfb5d44694e0.jpg,劍南路站,240,,冰箱;洗衣機;冷氣;熱水器;床;衣櫃;網路;天然瓦斯;桌椅,代理人: 服務人員,989732070,@rent888,仲介,500元/月,半個月租金,2,不詳,不詳,不詳,不詳,無,0,有,有,不詳,不詳,不詳,不詳,2026-06-12T20:02:49.973799Z,,簽約中,,,,
rent_gov_197,社宅包租代管萬華區昆明街公寓套房,12600,7.01,5F,獨立套房,台北市萬華區昆明街136巷13號5樓,25.042374,121.50419,https://leasing-and-management.udd.gov.taipei/house/197,gov_197,/rentals_images/gov_197/image_1.jpg;/rentals_images/gov_197/image_2.jpg,https://leasing-and-management.udd.gov.taipei/housephotos/ff365934-8d02-4d89-8822-501a6c2636ea.jpg;https://leasing-and-management.udd.gov.taipei/housephotos/f715a7cd-798f-49e7-a32e-661bcda8a2b2.jpg,西門站,450,,冷氣;洗衣機;冰箱;熱水器;床;衣櫃,崔媽媽蝸牛租屋,02-23685670,,代理人,無,免,2,2,不詳,不詳,不詳,無,不詳,無,無,不詳,不詳,是,不詳,2026-06-11T01:48:17.000000Z,,簽約中,,,,
rent_21372837,獨立套房出租，方便內科上班族,13000,10,頂層加蓋,獨立套房,台北市中山區錦州街,25.0594253,121.5424713,https://rent.591.com.tw/21372837,21372837,/rentals_images/21372837/image_1.jpg;/rentals_images/21372837/image_2.jpg;/rentals_images/21372837/image_3.jpg;/rentals_images/21372837/image_4.jpg;/rentals_images/21372837/image_5.jpg,https://img1.591.com.tw/house/2026/06/02/178036027913996801.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/02/178036027916978302.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/02/178036027915695404.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/02/178036027914656002.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/02/178036027917051601.jpg!1000x.water2.jpg,中山國中站,231,,冰箱;洗衣機;冷氣;熱水器;床;衣櫃;網路;沙發;桌椅;陽台,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,無,有,不詳,不詳,不詳,,2026-06-08T21:50:31.961818Z,,簽約中,,,,
rent_21426763,中山國小捷運陽台採光便宜套房,13999,8,4F,獨立套房,台北市中山區新生北路二段118巷7號,25.0616669,121.5280408,https://rent.591.com.tw/21426763,21426763,/rentals_images/21426763/image_1.jpg;/rentals_images/21426763/image_2.jpg;/rentals_images/21426763/image_3.jpg;/rentals_images/21426763/image_4.jpg;/rentals_images/21426763/image_5.jpg;/rentals_images/21426763/image_6.jpg;/rentals_images/21426763/image_7.jpg;/rentals_images/21426763/image_8.jpg;/rentals_images/21426763/image_9.jpg,https://img2.591.com.tw/house/2026/06/10/178104984364533507.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/10/178104984370763109.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/10/178104984368604506.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/10/178104984368724508.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/10/178104984371012608.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/10/178104984371574303.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/10/178104984409480204.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/10/178104984407442304.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/10/178104984410603203.jpg!1000x.water2.jpg,中山國小站,197,,冰箱;洗衣機;電視;冷氣;熱水器;床;衣櫃;沙發;桌子;陽台,仲介: 詹小姐,0925-332-758,,仲介,無,半個月租金,不詳,不詳,不詳,不詳,不詳,不詳,不詳,無,有,不詳,不詳,不詳,坐東朝西,2026-06-11T04:32:16.620687Z,,簽約中,,,,
rent_21351251,台北大學民生東路遼寧街口套房,14000,8,5F,分租套房,台北市中山區龍江路223巷22號,25.056741,121.541739,https://rent.591.com.tw/21351251,21351251,/rentals_images/21351251/image_1.jpg;/rentals_images/21351251/image_10.jpg;/rentals_images/21351251/image_11.jpg;/rentals_images/21351251/image_12.jpg;/rentals_images/21351251/image_2.jpg;/rentals_images/21351251/image_3.jpg;/rentals_images/21351251/image_4.jpg;/rentals_images/21351251/image_5.jpg;/rentals_images/21351251/image_6.jpg;/rentals_images/21351251/image_7.jpg;/rentals_images/21351251/image_8.jpg;/rentals_images/21351251/image_9.jpg,https://img1.591.com.tw/house/2024/01/22/170592814365765407.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/01/22/170592819620487606.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/01/22/170592814367086408.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2024/01/22/170592814366607002.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/01/22/170592819634139809.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/01/22/170592814366033301.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2024/01/22/170592847487112100.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/01/22/170592819627657006.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2024/01/22/170592847484803307.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/01/22/170592847484533305.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/01/22/170592847487539806.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2024/01/22/170592847488603900.jpg!1000x.water2.jpg,中山國中站,514,,冰箱;洗衣機;冷氣;熱水器;床;衣櫃;網路;天然瓦斯;桌椅;陽台;公共空間;廚房,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,無,有,不詳,不詳,不詳,,2026-06-08T21:50:26.464999Z,,簽約中,,,,
rent_gov_159,社宅包租代管信義區基隆路電梯套房,14000,11.12,3F,獨立套房,台北市信義區基隆路1段147巷5弄32號3樓之10,25.04286,121.56692,https://leasing-and-management.udd.gov.taipei/house/159,gov_159,/rentals_images/gov_159/image_1.jpg;/rentals_images/gov_159/image_2.jpg;/rentals_images/gov_159/image_3.jpg,https://leasing-and-management.udd.gov.taipei/housephotos/f37bde79-5a26-4c80-9828-1d8045ea07f1.jpg;https://leasing-and-management.udd.gov.taipei/housephotos/5b754eee-176a-4f46-a7ff-7393458171f0.jpg;https://leasing-and-management.udd.gov.taipei/housephotos/8657226d-ed05-41f9-9472-2685ddbdc4f4.jpg,市政府站,310,,冷氣;電視;洗衣機;床;熱水器;衣櫃;冰箱;沙發;陽台;浴缸;電梯,崔媽媽蝸牛租屋,02-23685670,,代理人,不詳,免,4,4,不詳,不詳,不詳,無,不詳,受限,有,不詳,不詳,是,不詳,2026-06-11T01:55:00.000000Z,有陽台、有浴缸；可開伙,簽約中,,,,
rent_21389983,兆基社會住宅🏠友善屋源🧡中山國小站電梯套房、可租補入籍免,14000,11.17,11F,獨立套房,台北市中山區民權東路二段,25.0628102,121.5285858,https://rent.591.com.tw/21389983,21389983,/rentals_images/21389983/image_1.jpg;/rentals_images/21389983/image_2.jpg;/rentals_images/21389983/image_3.jpg;/rentals_images/21389983/image_4.jpg;/rentals_images/21389983/image_5.jpg;/rentals_images/21389983/image_6.jpg;/rentals_images/21389983/image_7.jpg,https://img1.591.com.tw/house/2025/12/23/176645227726851805.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/12/23/176645227715113009.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/12/23/176645227743632803.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/12/23/176645227748589501.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/12/23/176645227727793400.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/12/23/176645227730925101.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/12/23/176645227735186304.jpg!1000x.water2.jpg,中山國小站,214,,冰箱;洗衣機;冷氣;熱水器;床;衣櫃;沙發;桌椅;陽台;電梯,仲介: 陳先生,02-89793838,https://line.me/ti/p/@823fsskt,仲介,895元/月,無,5,不詳,不詳,不詳,不詳,不詳,不詳,有,有,不詳,不詳,是,不詳,2026-06-08T22:27:53.344074Z,,簽約中,,,,
rent_21408776,捷運5分!獨立門戶正1房+1傢俱全大廚房,14000,13,,獨立套房,台北市內湖區內湖路一段,25.084975,121.5597499,https://rent.591.com.tw/21408776,21408776,/rentals_images/21408776/image_1.jpg;/rentals_images/21408776/image_10.jpg;/rentals_images/21408776/image_11.jpg;/rentals_images/21408776/image_12.jpg;/rentals_images/21408776/image_13.jpg;/rentals_images/21408776/image_14.jpg;/rentals_images/21408776/image_15.jpg;/rentals_images/21408776/image_2.jpg;/rentals_images/21408776/image_3.jpg;/rentals_images/21408776/image_4.jpg;/rentals_images/21408776/image_5.jpg;/rentals_images/21408776/image_6.jpg;/rentals_images/21408776/image_7.jpg;/rentals_images/21408776/image_8.jpg;/rentals_images/21408776/image_9.jpg,https://img2.591.com.tw/house/2018/12/11/154451190489410306.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2018/12/11/154451152165659903.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/07/178081427153698503.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2018/12/11/154451156958704806.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/07/178081430990150205.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/07/178081435887625805.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/07/178081433058678101.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/07/178081432488332006.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/07/178081431751419105.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/07/178081432246422001.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/07/178081446316354901.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/07/178081431995859605.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2018/12/11/154451224569510005.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/06/07/178081457052030407.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/06/07/178081465021357204.jpg!1000x.water2.jpg,劍南路站,419,,冰箱;洗衣機;電視;冷氣;熱水器;床;衣櫃;第四台;網路;桌椅;陽台,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,不詳,無,有,不詳,不詳,不詳,,2026-06-08T22:28:01.749249Z,,簽約中,,,,
rent_21372941,"雙捷運,優質套房,高級傢俱",14200,8,頂層加蓋,獨立套房,台北市中山區南京東路三段89巷,25.052729,121.538438,https://rent.591.com.tw/21372941,21372941,/rentals_images/21372941/image_1.jpg;/rentals_images/21372941/image_2.jpg;/rentals_images/21372941/image_3.jpg;/rentals_images/21372941/image_4.jpg;/rentals_images/21372941/image_5.jpg;/rentals_images/21372941/image_6.jpg;/rentals_images/21372941/image_7.jpg,https://img1.591.com.tw/house/2017/09/26/150639374969918201.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177813261230707705.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177813262114837502.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2017/09/26/150639373273589602.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2017/09/26/150639375437091505.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2017/09/26/150639373820738909.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177813262933435705.jpg!1000x.water2.jpg,松江南京站,546,,冰箱;洗衣機;電視;冷氣;熱水器;床;衣櫃;網路;沙發;陽台,代理人: 黃小姐,0935-934-893,,代理人,無,無,5,5,不詳,不詳,不詳,無,0,無,有,不詳,不詳,不詳,,2026-06-09T16:32:51.152955Z,,簽約中,,,,
rent_21411598,民權西路捷運／雙連捷運／雙連市場/馬偕溫馨陽台套房／可寵,14500,10,2F,獨立套房,台北市大同區錦西街52巷3號,25.0607657,121.5207513,https://rent.591.com.tw/21411598,21411598,/rentals_images/21411598/image_1.jpg;/rentals_images/21411598/image_10.jpg;/rentals_images/21411598/image_2.jpg;/rentals_images/21411598/image_3.jpg;/rentals_images/21411598/image_4.jpg;/rentals_images/21411598/image_5.jpg;/rentals_images/21411598/image_6.jpg;/rentals_images/21411598/image_7.jpg;/rentals_images/21411598/image_8.jpg;/rentals_images/21411598/image_9.jpg,https://img2.591.com.tw/house/2026/05/07/177814967028505307.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177814967026776100.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177814967030139905.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/05/07/177814967026370301.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177814967038358301.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177814967035938502.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177814967066861704.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177814967057940309.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177814967064631400.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/07/177814967064349900.jpg!1000x.water2.jpg,民權西路站,256,,冰箱;洗衣機;冷氣;熱水器;床;衣櫃;桌子;陽台,仲介: 詹小姐,0925-332-758,,仲介,200元/月,半個月租金,不詳,不詳,不詳,不詳,不詳,不詳,不詳,無,有,不詳,不詳,不詳,,2026-06-09T16:27:10.553123Z,,簽約中,,,,
rent_21328599,社宅✨台水台電✨新裝潢✨可租補✨免服務費,15000,7.35,7F,獨立套房,台北市中山區長春路,25.0549481,121.5261269,https://rent.591.com.tw/21328599,21328599,/rentals_images/21328599/image_1.jpg;/rentals_images/21328599/image_2.jpg;/rentals_images/21328599/image_3.jpg;/rentals_images/21328599/image_4.jpg;/rentals_images/21328599/image_5.jpg,https://img2.591.com.tw/house/2026/05/29/178002430802521605.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/29/178002430801893707.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/05/29/178002430804779607.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2025/05/23/174797181499495605.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/05/23/174797181494309605.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2025/05/23/174797181508284908.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/05/23/174797181520130507.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2025/05/23/174797181520849405.jpg!1000x.water2.jpg,雙連站,634,,冰箱;洗衣機;電視;冷氣;熱水器;床;衣櫃;桌椅;電梯,仲介: 王小姐,0968-506-881,https://line.me/ti/p/wfGmFSF76E,仲介,850元/月,無,不詳,不詳,不詳,不詳,不詳,不詳,不詳,有,有,不詳,不詳,是,不詳,2026-06-08T21:50:29.655918Z,,簽約中,,,,
rent_21354922,台北科大、忠孝新生捷運、步行5分,15000,8,4F,分租套房,台北市中正區八德路一段43巷,25.044413,121.531592,https://rent.591.com.tw/21354922,21354922,/rentals_images/21354922/image_1.jpg;/rentals_images/21354922/image_2.jpg;/rentals_images/21354922/image_3.jpg;/rentals_images/21354922/image_4.jpg,https://img1.591.com.tw/house/2026/05/22/177945021655688300.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/22/177945021655925205.jpg!1000x.water2.jpg;https://img2.591.com.tw/house/2026/05/22/177945021655238404.jpg!1000x.water2.jpg;https://img1.591.com.tw/house/2026/05/22/177945021656569208.jpg!1000x.water2.jpg,忠孝新生站,264,,冰箱;洗衣機;電視;冷氣;熱水器;床;衣櫃;第四台;網路;桌椅;陽台,屋主: 李先生,0906-558-088,,屋主,無,無,5,5,不詳,不詳,0,無,0,無,有,窗型,有,不詳,,2026-06-09T16:32:52.871414Z,,簽約中,,100M,,
